id,users_id,student_id,department,school_year,semester,branch,year_level,program,classified_as,last_school_attended,last_school_address,status,created_at,updated_at,deleted_at
,193,C00-0057,College,2022-2023,1st,Main,1st year,BSENTREP,new student,LHZB Foods Corporation,"Block 17 Lot 52 Wood Cove 8, Jasper Extension, Leganes, 3199 Abra",approved,33:38.1,33:38.1,
,194,C00-0057,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,dropped,33:38.1,33:38.1,
,195,C00-0058,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,Western Dragon Resorts Corporation,"8519 Unit G Balimbing Street, Nueva Valencia, 7340 Cotabato",completed,33:38.1,33:38.1,
,196,C00-0058,SHS,2020-2021,2nd,Main,grade 11,STEM,old student,,,approved,33:38.1,33:38.1,
,197,C00-0058,SHS,2021-2022,1st,Main,grade 12,STEM,old student,,,approved,33:38.1,33:38.1,
,198,C00-0059,College,2021-2022,1st,Main,1st year,BSENTREP,new student,Barnett King Services Inc.,"12F Malugay Suites 4, 35 Dungon Avenue, Mabitac, 7446 Zamboanga del Sur",failed,33:38.1,33:38.1,
,199,C00-0060,College,2020-2021,1st,Main,1st year,BTVTED,new student,RGYD Manufacturing Inc.,"B01 L52 Diamond Road, Mejia Estates Phase 5, Calatagan, 2943 Ifugao",approved,33:38.1,33:38.1,
,200,C00-0060,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:38.1,33:38.1,
,201,C00-0060,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,onhold,33:38.1,33:38.1,
,202,C00-0060,College,2021-2022,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:38.1,33:38.1,
,203,C00-0060,College,2022-2023,1st,Main,3rd year,BTVTED,old student,,,cancelled,33:38.1,33:38.1,
,204,C00-0061,SHS,2022-2023,1st,Uno,grade 11,HUMSS,new student,Advanced Resorts Limited,"Room 635 Harris Suites Tower 7, 2601 Magnolia Street, Caloocan, 0489 Metro Manila",onhold,33:38.1,33:38.1,
,205,C00-0061,SHS,2022-2023,2nd,Main,grade 11,HUMSS,old student,,,transferred,33:38.1,33:38.1,
,206,C00-0061,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:38.1,33:38.1,
,207,C00-0062,SHS,2020-2021,1st,Main,grade 11,ICT,new student,Filipino City Hotel Limited,"Block 04 Lot 78 28th Expressway, Arayat Cove 8, Sarrat, 5749 Eastern Samar",approved,33:38.1,33:38.1,
,208,C00-0062,SHS,2020-2021,2nd,Main,grade 11,ICT,old student,,,onhold,33:38.1,33:38.1,
,209,C00-0062,SHS,2021-2022,1st,Main,grade 12,ICT,old student,,,transferred,33:38.1,33:38.1,
,210,C00-0063,SHS,2020-2021,1st,Uno,grade 11,HUMSS,new student,Cyber Star Finance Inc.,"Room 329 Cordillera Apartments, 5052 Gumamela Highway, Sibalom, 5244 Camarines Sur",onhold,33:38.1,33:38.1,
,211,C00-0063,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.1,33:38.1,
,212,C00-0063,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,approved,33:38.1,33:38.1,
,213,C00-0064,SHS,2021-2022,1st,Main,grade 11,HUMSS,new student,Berry Genesis State Capital Corporation,"Block 24 Lot 25 Lewis Estates Phase 8, Amber Street, Ivana, 4112 Quezon",onhold,33:38.1,33:38.1,
,214,C00-0064,SHS,2021-2022,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:38.1,33:38.1,
,215,C00-0064,SHS,2022-2023,1st,Uno,grade 12,HUMSS,old student,,,approved,33:38.1,33:38.1,
,216,C00-0065,College,2021-2022,1st,Main,1st year,BSCRIM,new student,Lynn Capital Limited,"Block 03 Lot 25 Andromeda Subdivision, Neptune Road, Navotas, 1558 Metro Manila",enrolled,33:38.1,33:38.1,
,217,C00-0065,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,suspended,33:38.1,33:38.1,
,218,C00-0065,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,onhold,33:38.1,33:38.1,
,219,C00-0065,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,approved,33:38.1,33:38.1,
,220,C00-0065,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,221,C00-0065,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,failed,33:38.1,33:38.1,
,222,C00-0066,SHS,2021-2022,1st,Main,grade 11,HE,new student,VBTG Capital Corporation,"122 Halcon Drive, Tarangnan, 3978 Aurora",enrolled,33:38.1,33:38.1,
,223,C00-0066,SHS,2021-2022,2nd,Main,grade 11,HE,old student,,,enrolled,33:38.1,33:38.1,
,224,C00-0066,SHS,2022-2023,1st,Uno,grade 12,HE,old student,,,approved,33:38.1,33:38.1,
,225,C00-0067,College,2022-2023,1st,Main,1st year,BSTM,new student,Oriental Dragon Services Inc.,"B02 L22 Capricorn Village Phase 5, Cordillera Boulevard, Sipalay, 1921 Cavite",enrolled,33:38.1,33:38.1,
,226,C00-0067,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,dropped,33:38.1,33:38.1,
,227,C00-0068,College,2019-2020,1st,Main,1st year,BTVTED,new student,Great Group Corporation,"Room 313 Antares Place, 3903 Bauhinia Road, Norzagaray, 4825 Oriental Mindoro",cancelled,33:38.1,33:38.1,
,228,C00-0069,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,Mega Development Corporation,"8th Floor Jasper Apartment, 1546 69th Drive, Pateros, 0762 Metro Manila",enrolled,33:38.1,33:38.1,
,229,C00-0069,SHS,2020-2021,2nd,Main,grade 11,STEM,old student,,,dropped,33:38.1,33:38.1,
,230,C00-0070,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,National Newspaper Corporation of the Philippines,"4F Arayat Condominiums, 4376 3rd Extension, Caloocan, 0443 Metro Manila",dropped,33:38.1,33:38.1,
,231,C00-0071,SHS,2022-2023,1st,Uno,grade 11,IA,new student,Grand Morning Summit Shipping Corporation,"Room 837 Uranus Residences Tower 2, 6851 Palali Drive, Tigaon, 6667 Biliran",dropped,33:38.1,33:38.1,
,232,C00-0072,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Hinton Resorts Limited,"8121 Sardonyx Avenue, Edwards Grove Phase 4, Esperanza, 4996 Rizal",enrolled,33:38.1,33:38.1,
,233,C00-0072,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,234,C00-0072,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,235,C00-0072,College,2020-2021,2nd,Main,2nd year,BSCRIM,old student,,,completed,33:38.1,33:38.1,
,236,C00-0072,College,2021-2022,1st,Main,3rd year,BSCRIM,old student,,,approved,33:38.1,33:38.1,
,237,C00-0072,College,2021-2022,2nd,Main,3rd year,BSCRIM,old student,,,dropped,33:38.1,33:38.1,
,238,C00-0073,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Northern Silver Capital Limited,"3000 Piña Road, Bagtikan Estates 1, Tarlac City, 9207 Camiguin",enrolled,33:38.1,33:38.1,
,239,C00-0073,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,deferred,33:38.1,33:38.1,
,240,C00-0073,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.1,33:38.1,
,241,C00-0073,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.1,33:38.1,
,242,C00-0073,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.1,33:38.1,
,243,C00-0073,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.1,33:38.1,
,244,C00-0073,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,completed,33:38.1,33:38.1,
,245,C00-0074,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Global Liberty Technologies Corporation,"B21 L28 Libra Cove, Comet Drive, Alburquerque, 5637 Negros Oriental",enrolled,33:38.1,33:38.1,
,246,C00-0074,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,onhold,33:38.1,33:38.1,
,247,C00-0074,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,onhold,33:38.1,33:38.1,
,248,C00-0074,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,dropped,33:38.1,33:38.1,
,249,C00-0075,College,2021-2022,1st,Main,1st year,BSCRIM,new student,Richardson Gold Summit Manufacturing Corporation,"9998 Matumtum Road, Cordova Subdivision Phase 5, Tuao, 3176 Nueva Ecija",enrolled,33:38.1,33:38.1,
,250,C00-0075,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,251,C00-0075,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,dismissed,33:38.1,33:38.1,
,252,C00-0075,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,253,C00-0075,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.1,33:38.1,
,254,C00-0075,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,approved,33:38.1,33:38.1,
,255,C00-0075,College,2024-2025,1st,Main,4th year,BSCRIM,old student,,,completed,33:38.1,33:38.1,
,256,C00-0076,SHS,2021-2022,1st,Main,grade 11,HE,new student,UZMY State King Banking Inc.,"Block 25 Lot 02 Sampaguita Cove Phase 3, Lane Street, Lagawe, 6258 Eastern Samar",transferred,33:38.1,33:38.1,
,257,C00-0076,SHS,2021-2022,2nd,Main,grade 11,HE,old student,,,enrolled,33:38.1,33:38.1,
,258,C00-0076,SHS,2022-2023,1st,Uno,grade 12,HE,old student,,,enrolled,33:38.1,33:38.1,
,259,C00-0077,SHS,2022-2023,1st,Uno,grade 11,HUMSS,new student,Reynolds Summit Silver Banking Corporation,"3748 Comet Road Extension, Kamias Homes Phase 7, Braulio E. Dujali, 2115 Abra",completed,33:38.1,33:38.1,
,260,C00-0077,SHS,2022-2023,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.1,33:38.1,
,261,C00-0077,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:38.1,33:38.1,
,262,C00-0078,College,2020-2021,1st,Main,1st year,ACT,new student,Wright State City Services Inc.,"Unit 2935 Dungon Place Tower 4, 4158 90th Road Extension, Cabanatuan, 7218 Lanao del Sur",enrolled,33:38.1,33:38.1,
,263,C00-0078,College,2020-2021,2nd,Main,1st year,ACT,old student,,,enrolled,33:38.1,33:38.1,
,264,C00-0078,College,2021-2022,1st,Main,2nd year,ACT,old student,,,completed,33:38.1,33:38.1,
,265,C00-0079,SHS,2020-2021,1st,Main,grade 11,HE,new student,LZL Century Summit Technologies Corporation,"8016 Opal Road, Batino Cove 1, Mahinog, 2736 Nueva Ecija",enrolled,33:38.1,33:38.1,
,266,C00-0079,SHS,2020-2021,2nd,Main,grade 11,HE,old student,,,cancelled,33:38.1,33:38.1,
,267,C00-0080,College,2019-2020,1st,Main,1st year,BSTM,new student,FB Finance Corporation,"Unit 2113 Aranga Place 8, 5060 Juno Drive, San Ricardo, 2119 Camarines Sur",completed,33:38.1,33:38.1,
,268,C00-0080,College,2019-2020,2nd,Main,1st year,BSTM,old student,,,enrolled,33:38.1,33:38.1,
,269,C00-0080,College,2020-2021,1st,Main,2nd year,BSTM,old student,,,enrolled,33:38.1,33:38.1,
,270,C00-0080,College,2020-2021,2nd,Main,2nd year,BSTM,old student,,,LOA,33:38.1,33:38.1,
,271,C00-0080,College,2021-2022,1st,Main,3rd year,BSTM,old student,,,cancelled,33:38.1,33:38.1,
,272,C00-0081,College,2019-2020,1st,Main,1st year,BSCS,new student,VRPL Holdings Corporation,"B14 L90 Talisay Village, Aquarius Avenue, Tuy, 3491 Quirino",enrolled,33:38.1,33:38.1,
,273,C00-0081,College,2019-2020,2nd,Main,1st year,BSCS,old student,,,dropped,33:38.1,33:38.1,
,274,C00-0082,College,2020-2021,1st,Main,1st year,BSCRIM,new student,Southern Foods Corporation,"Block 09 Lot 35 80th Road, Ellis Subdivision 4, San Clemente, 7433 Tawi-Tawi",onhold,33:38.1,33:38.1,
,275,C00-0082,College,2020-2021,2nd,Main,1st year,BSCRIM,old student,,,onhold,33:38.1,33:38.1,
,276,C00-0082,College,2021-2022,1st,Main,2nd year,BSCRIM,old student,,,cancelled,33:38.1,33:38.1,
,277,C00-0083,SHS,2019-2020,1st,Main,grade 11,STEM,new student,QM Bank Inc.,"4720 Duhat Street, Bubong, 2975 Ifugao",dismissed,33:38.1,33:38.1,
,278,C00-0083,SHS,2019-2020,2nd,Uno,grade 11,STEM,old student,,,enrolled,33:38.1,33:38.1,
,279,C00-0083,SHS,2020-2021,1st,Main,grade 12,STEM,old student,,,approved,33:38.1,33:38.1,
,280,C00-0084,SHS,2020-2021,1st,Uno,grade 11,HUMSS,new student,Manila Star Capital Limited,"Room 621 Williamson Residences Tower 2, 1248 Zircon Street, Lidlidda, 4252 Tarlac",dropped,33:38.1,33:38.1,
,281,C00-0085,College,2022-2023,1st,Main,1st year,BSCRIM,new student,Eastern Millennium Morning Construction Inc.,"B22 L70 Lanzones Boulevard, Murray Grove Phase 5, Pasig, 1740 Metro Manila",completed,33:38.2,33:38.2,
,282,C00-0085,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,cancelled,33:38.2,33:38.2,
,283,C00-0086,College,2022-2023,1st,Main,1st year,BTVTED,new student,Smith Trust Corporation,"Unit 5823 Banahaw Apartments, 4451 Clements Street, Basista, 9587 Misamis Oriental",enrolled,33:38.2,33:38.2,
,284,C00-0086,College,2022-2023,2nd,Main,1st year,BTVTED,old student,,,approved,33:38.2,33:38.2,
,285,C00-0086,College,2023-2024,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:38.2,33:38.2,
,286,C00-0086,College,2023-2024,2nd,Main,2nd year,BTVTED,old student,,,transferred,33:38.2,33:38.2,
,287,C00-0086,College,2024-2025,1st,Main,3rd year,BTVTED,old student,,,enrolled,33:38.2,33:38.2,
,288,C00-0086,College,2024-2025,2nd,Main,3rd year,BTVTED,old student,,,enrolled,33:38.2,33:38.2,
,289,C00-0086,College,2025-2026,1st,Main,4th year,BTVTED,old student,,,enrolled,33:38.2,33:38.2,
,290,C00-0087,SHS,2022-2023,1st,Uno,grade 11,IA,new student,Southern Genesis Gold Holdings Inc.,"5832 Mayon Street, Cattleya Subdivision Phase 5, Sulat, 3640 Mountain Province",enrolled,33:38.2,33:38.2,
,291,C00-0087,SHS,2022-2023,2nd,Uno,grade 11,IA,old student,,,enrolled,33:38.2,33:38.2,
,292,C00-0087,SHS,2023-2024,1st,Uno,grade 12,IA,old student,,,enrolled,33:38.2,33:38.2,
,293,C00-0088,College,2019-2020,1st,Main,1st year,BSTM,new student,Double Sun King Resorts Corporation,"Room 435 Avocado Place 4, 6375 Johnson Boulevard, Hagonoy, 2749 Occidental Mindoro",failed,33:38.2,33:38.2,
,294,C00-0089,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,ZAMG Dragon Union Resorts Inc.,"B06 L64 Cauliflower Grove, Polaris Street, Gitagum, 4438 Pampanga",transferred,33:38.2,33:38.2,
,295,C00-0089,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,onhold,33:38.2,33:38.2,
,296,C00-0089,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.2,33:38.2,
,297,C00-0090,SHS,2021-2022,1st,Uno,grade 11,ABM,new student,Harrington Gold Morning Development Corporation,"Block 01 Lot 48 Walls Homes Phase 6, 89th Drive, Lezo, 1913 Occidental Mindoro",enrolled,33:38.2,33:38.2,
,298,C00-0090,SHS,2021-2022,2nd,Main,grade 11,ABM,old student,,,cancelled,33:38.2,33:38.2,
,299,C00-0091,SHS,2022-2023,1st,Uno,grade 11,ABM,new student,Rising Gold King Foods Corporation,"B18 L61 Orion Road, Mayapis Grove Phase 5, Lutayan, 2083 Isabela",completed,33:38.2,33:38.2,
,300,C00-0091,SHS,2022-2023,2nd,Main,grade 11,ABM,old student,,,enrolled,33:38.2,33:38.2,
,301,C00-0091,SHS,2023-2024,1st,Uno,grade 12,ABM,old student,,,failed,33:38.2,33:38.2,
,302,C00-0092,SHS,2021-2022,1st,Uno,grade 11,ABM,new student,Metro Star Gold Trust Inc.,"1419 29th Avenue, Tanner Grove Phase 7, Pagudpud, 5479 Cavite",enrolled,33:38.2,33:38.2,
,303,C00-0092,SHS,2021-2022,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:38.2,33:38.2,
,304,C00-0092,SHS,2022-2023,1st,Uno,grade 12,ABM,old student,,,enrolled,33:38.2,33:38.2,
,305,C00-0093,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Smith State Construction Corporation,"Block 13 Lot 22 29th Street, Lawaan Village Phase 4, Lala, 2193 Rizal",enrolled,33:38.2,33:38.2,
,306,C00-0093,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,cancelled,33:38.2,33:38.2,
,307,C00-0094,SHS,2019-2020,1st,Main,grade 11,HUMSS,new student,Triple World Sun Holdings Inc.,"435 Unit F Sardonyx Drive, Tingloy, 6004 Samar",completed,33:38.2,33:38.2,
,308,C00-0094,SHS,2019-2020,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:38.2,33:38.2,
,309,C00-0094,SHS,2020-2021,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.2,33:38.2,
,310,C00-0095,College,2021-2022,1st,Main,1st year,BSENTREP,new student,Woodard Finance Corporation,"Block 05 Lot 89 Mayapis Subdivision Phase 5, Tabayoc Extension, Makilala, 6764 Eastern Samar",onhold,33:38.2,33:38.2,
,311,C00-0095,College,2021-2022,2nd,Main,1st year,BSENTREP,old student,,,failed,33:38.2,33:38.2,
,312,C00-0096,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,Metro Mining Inc.,"6952 B Cauliflower Street, Ibaan, 7529 Surigao del Norte",enrolled,33:38.2,33:38.2,
,313,C00-0096,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.2,33:38.2,
,314,C00-0096,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.2,33:38.2,
,315,C00-0097,SHS,2022-2023,1st,Uno,grade 11,ABM,new student,Cyber Manufacturing Inc.,"Unit 4328 Bridges Tower, 3873 81st Boulevard, Meycauayan, 3424 Occidental Mindoro",onhold,33:38.2,33:38.2,
,316,C00-0097,SHS,2022-2023,2nd,Main,grade 11,ABM,old student,,,approved,33:38.2,33:38.2,
,317,C00-0097,SHS,2023-2024,1st,Uno,grade 12,ABM,old student,,,enrolled,33:38.2,33:38.2,
,318,C00-0098,College,2020-2021,1st,Main,1st year,BTVTED,new student,Pacific Millennium Shipping Corporation,"2751 Kaimito Street, Lee Village 4, Baungon, 4895 Ilocos Norte",completed,33:38.2,33:38.2,
,319,C00-0098,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,completed,33:38.2,33:38.2,
,320,C00-0098,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,approved,33:38.2,33:38.2,
,321,C00-0098,College,2021-2022,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:38.2,33:38.2,
,322,C00-0098,College,2022-2023,1st,Main,3rd year,BTVTED,old student,,,approved,33:38.2,33:38.2,
,323,C00-0098,College,2022-2023,2nd,Main,3rd year,BTVTED,old student,,,cancelled,33:38.2,33:38.2,
,324,C00-0099,College,2020-2021,1st,Main,1st year,BSTM,new student,White Trust Inc.,"B02 L41 Burton Village, Bulusan Street, Pakil, 6205 Negros Oriental",enrolled,33:38.2,33:38.2,
,325,C00-0099,College,2020-2021,2nd,Main,1st year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,326,C00-0099,College,2021-2022,1st,Main,2nd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,327,C00-0099,College,2021-2022,2nd,Main,2nd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,328,C00-0099,College,2022-2023,1st,Main,3rd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,329,C00-0099,College,2022-2023,2nd,Main,3rd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,330,C00-0099,College,2023-2024,1st,Main,4th year,BSTM,old student,,,onhold,33:38.2,33:38.2,
,331,C00-0100,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Bullock Union Gold Equities Inc.,"18F Taurus Building, 8208 Cresta Street, Valenzuela, 0515 Metro Manila",enrolled,33:38.2,33:38.2,
,332,C00-0100,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:38.2,33:38.2,
,333,C00-0100,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,completed,33:38.2,33:38.2,
,334,C00-0100,College,2020-2021,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.2,33:38.2,
,335,C00-0100,College,2021-2022,1st,Main,3rd year,BSCRIM,old student,,,onhold,33:38.2,33:38.2,
,336,C00-0100,College,2021-2022,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.2,33:38.2,
,337,C00-0100,College,2022-2023,1st,Main,4th year,BSCRIM,old student,,,enrolled,33:38.2,33:38.2,
,338,C00-0101,College,2022-2023,1st,Main,1st year,BSTM,new student,RNXH Solutions Limited,"B19 L57 Johnson Drive, Jimenez Grove, Santa Teresita, 9098 Sulu",onhold,33:38.2,33:38.2,
,339,C00-0101,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,transferred,33:38.2,33:38.2,
,340,C00-0101,College,2023-2024,1st,Main,2nd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,341,C00-0101,College,2023-2024,2nd,Main,2nd year,BSTM,old student,,,completed,33:38.2,33:38.2,
,342,C00-0101,College,2024-2025,1st,Main,3rd year,BSTM,old student,,,approved,33:38.2,33:38.2,
,343,C00-0101,College,2024-2025,2nd,Main,3rd year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,344,C00-0101,College,2025-2026,1st,Main,4th year,BSTM,old student,,,enrolled,33:38.2,33:38.2,
,345,C00-0102,SHS,2022-2023,1st,Uno,grade 11,ICT,new student,EFJK State King Solutions Inc.,"B20 L16 62nd Road, Zircon Homes 4, Manila, 1179 Metro Manila",enrolled,33:38.2,33:38.2,
,346,C00-0102,SHS,2022-2023,2nd,Uno,grade 11,ICT,old student,,,completed,33:38.2,33:38.2,
,347,C00-0102,SHS,2023-2024,1st,Uno,grade 12,ICT,old student,,,approved,33:38.2,33:38.2,
,348,C00-0103,SHS,2021-2022,1st,Uno,grade 11,HE,new student,Rising Bank Inc.,"B07 L68 Cordillera Extension, Sardonyx Subdivision, Bayugan, 9324 Agusan del Sur",completed,33:38.2,33:38.2,
,349,C00-0103,SHS,2021-2022,2nd,Uno,grade 11,HE,old student,,,enrolled,33:38.2,33:38.2,
,350,C00-0103,SHS,2022-2023,1st,Uno,grade 12,HE,old student,,,dropped,33:38.2,33:38.2,
,351,C00-0104,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Allied Liberty City Capital Corporation,"37th Floor Sanchez Suites Tower 7, 4198 Tabayoc Road, Balatan, 6535 Northern Samar",completed,33:38.2,33:38.2,
,352,C00-0104,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,completed,33:38.2,33:38.2,
,353,C00-0104,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.2,33:38.2,
,354,C00-0104,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,onhold,33:38.2,33:38.2,
,355,C00-0104,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.2,33:38.2,
,356,C00-0104,College,2022-2023,2nd,Main,3rd year,BSENTREP,old student,,,approved,33:38.2,33:38.2,
,357,C00-0104,College,2023-2024,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:38.2,33:38.2,
,358,C00-0105,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Gray Star Ventures Inc.,"Block 14 Lot 18 Matthews Village Phase 1, Amethyst Boulevard, Las Piñas, 1196 Metro Manila",approved,33:38.2,33:38.2,
,359,C00-0105,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:38.2,33:38.2,
,360,C00-0105,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.2,33:38.2,
,361,C00-0105,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,cancelled,33:38.2,33:38.2,
,362,C00-0106,SHS,2021-2022,1st,Main,grade 11,STEM,new student,ZU State Properties Corporation,"7286 Hydra Street, Diffun, 4000 Mountain Province",enrolled,33:38.2,33:38.2,
,363,C00-0106,SHS,2021-2022,2nd,Uno,grade 11,STEM,old student,,,completed,33:38.2,33:38.2,
,364,C00-0106,SHS,2022-2023,1st,Uno,grade 12,STEM,old student,,,cancelled,33:38.2,33:38.2,
,365,C00-0107,College,2022-2023,1st,Main,1st year,BTVTED,new student,Trujillo City Capital Corporation,"10F Aranga Place Tower 1, 4914 Cypress Street, New Washington, 4140 La Union",onhold,33:38.2,33:38.2,
